Date,Name,ASCII Name,Governor ID,Alliance,Power,Total Kills,Kill Points,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,RSS Assistance,Alliance Helps,Dead Troops
2021-11-22,BDGㅊHR Habib,BDGㅊHR Habib,36145615,RR38,"69,300,877","135,290,332","1,186,074,915","32,086,327","2,713,698","2,302,266","79,873,963","18,314,078","4,006,555,661",107027,"5,924,830"
2021-11-22,BDGㅊHridxᴿⱽ,BDGㅊHridxRⱽ,62756828,RK38,"40,464,484","11,698,350","129,796,760","470,614","329,118","301,058","8,411,103","2,186,457","591,005,450",27931,"1,444,777"
2021-11-22,BENORAN,BENORAN,79083099,RX38,"33,585,708","13,316,629","142,677,177","477,667","1,123,024","705,584","8,269,382","2,740,972","855,479,597",20798,"2,685,912"
2021-11-22,BEP 1,BEP 1,10806254,RP38,"71,916,626","43,549,971","562,222,096","559,080","618,867","1,226,494","26,694,403","14,451,127","3,376,433,939",36296,"7,619,785"
2021-11-22,BIICHO DORADO,BIICHO DORADO,17502418,Rt38,"46,758,287","11,924,807","45,466,040","7,824,544","6,301","115,440","3,614,367","364,155","840,325,639",15834,"3,202,724"
2021-11-22,Baby Lieber,Baby Lieber,95676651,RP38,"45,041,090","20,580,167","175,007,570","2,861,810","2,048,630","1,332,112","12,174,280","2,163,335","979,762,068",31808,"725,673"
2021-11-22,BabyBlackshadow,BabyBlackshadow,77644159,F38s,"24,831,644","343,694","1,032,562","167,690","91,587","4,720","79,697",0,"1,193,500,933",3329,"39,450"
2021-11-22,BabyChoda,BabyChoda,17739137,,"24,856,828","323,190","3,358,880","52,153","22,824",448,"165,429","82,336","3,474,705,423",6319,"2,446,194"
2021-11-22,BabyfuzZy,BabyfuzZy,12168629,RR38,"68,896,448","36,198,085","449,299,626","665,901","425,132","2,065,223","22,078,129","10,963,700","2,209,423,701",51466,"5,143,446"
2021-11-22,Baio nishizawa,Baio nishizawa,61086085,Rt38,"35,351,778","10,764,527","81,536,571","1,595,017","2,273,365","1,180,932","4,235,715","1,479,498","543,760,985",47199,"1,775,186"
2021-11-22,Bajietong OG,Bajietong OG,14020401,RR38,"63,826,179","21,307,966","215,746,276","4,053,802","477,433","119,005","11,964,989","4,692,737","3,139,833,990",51765,"5,681,828"
2021-11-22,Bamboo ALL,Bamboo ALL,67074469,Rt38,"46,630,179","37,222,737","90,325,079","29,782,397","283,960","872,600","4,536,532","1,747,248","5,059,162,458",140654,"3,508,069"
2021-11-22,Bangᴿⱽ,BangRⱽ,58615587,RK38,"41,794,378","37,501,594","340,439,995","5,598,999","2,467,896","4,903,691","17,585,052","6,945,956","1,326,365,163",46175,"3,170,224"
2021-11-22,Bani Ali,Bani Ali,62988416,Rt38,"26,352,297","4,678,116","34,203,713","456,185","875,461","754,256","2,249,975","342,239","3,428,818,289",15207,"1,707,916"
2021-11-22,BankOfRisk人,BankOfRisk人,77645158,Ri38,"28,996,878","1,225,313","10,264,184","109,212","114,836","7,300","989,583","4,382","909,127,340",4451,"252,691"
2021-11-22,Bar Liar Y,Bar Liar Y,76502028,F38i,"25,093,643","8,960,779","37,843,104","3,110,611","1,527,095","1,632,928","2,616,782","73,363","5,021,133,930",10115,"1,602,272"
2021-11-22,Barakjiii,Barakjiii,76297693,RK38,"52,304,620","57,271,774","328,159,597","30,161,835","573,299","811,368","19,677,028","6,048,244","2,789,973,019",43293,"3,985,575"
2021-11-22,Barbosah,Barbosah,53734445,RA38,"78,606,358","149,735,522","1,456,827,508","13,684,261","10,232,831","10,643,061","91,245,463","23,929,906","732,703,098",49374,"9,076,466"
2021-11-22,BassPirateRed,BassPirateRed,62608636,RK38,"52,004,091","15,467,338","177,051,990","972,832","1,093,060","397,366","8,699,976","4,304,104","3,081,804,778",76101,"6,218,126"
2021-11-22,Battle BEAST,Battle BEAST,65484538,RR38,"58,790,186","118,039,297","1,006,005,016","16,205,271","11,000,393","8,437,734","70,090,574","12,305,325","7,434,890,686",68584,"3,174,502"
2021-11-22,BaxeN,BaxeN,63790695,RX38,"44,380,064","3,381,651","40,766,214","30,290","73,009","142,267","2,267,663","868,422","1,301,156,744",23761,"3,239,828"
2021-11-22,BeardyDTD,BeardyDTD,80252834,Rt38,"25,583,906","6,364,011","51,361,117","1,309,378","943,250","757,278","3,976,329","321,017","1,171,455,900",728333,"881,279"
2021-11-22,Beast Doc,Beast Doc,34382164,RR38,"90,140,439","192,744,526","2,318,978,707","6,945,798","5,497,585","8,517,987","116,314,069","55,469,087","6,938,150,337",35005,"10,178,564"
2021-11-22,Beast Eicosoco,Beast Eicosoco,39418334,RP38,"58,186,436","31,942,570","331,290,675","2,435,705","1,812,280","1,986,496","19,492,879","6,215,210","4,797,163,257",33422,"6,227,337"
2021-11-22,Bebalu Bjg,Bebalu Bjg,73393192,Rw38,"34,145,067","4,474,332","43,530,953","174,128","382,990","209,602","3,226,050","481,562","811,380,298",62208,"1,918,552"
2021-11-22,BerryMuffins,BerryMuffins,16512590,RA38,"83,814,065","72,972,144","1,031,975,633","965,578","359,194","988,055","38,607,443","32,051,874","1,642,731,151",53019,"7,672,442"
2021-11-22,Berserkerシ,Berserkerシ,85766430,RK38,"32,733,057","24,282,373","108,472,237","13,098,379","1,512,486","788,930","7,797,969","1,084,609","191,674,992",33368,"1,659,682"
2021-11-22,Big Daddy BaBa,Big Daddy BaBa,30316476,RX38,"37,126,354","11,534,079","139,982,640","767,832","306,712","467,960","6,248,769","3,742,806","1,187,533,433",7653,"3,863,405"
2021-11-22,Big Piens Shake,Big Piens Shake,11694371,RA38,"79,279,011","182,555,699","2,089,343,625","7,238,728","5,234,554","8,808,133","118,329,144","42,945,140","2,782,728,843",30894,"7,702,878"
2021-11-22,BigBlkClock,BigBlkClock,48439949,]t38,"26,593,975","1,336,893","16,000,585","49,499","41,606","24,291","861,963","359,534","694,858,958",7927,"1,376,872"
2021-11-22,BigLoai,BigLoai,69220396,RX38,"34,326,870","25,060,431","68,212,878","18,283,354","303,153","817,448","5,244,941","411,535","215,015,653",16120,"2,899,961"
2021-11-22,BigTruck,BigTruck,11740217,RR38,"68,963,854","96,000,051","1,063,653,739","4,888,849","2,726,514","7,310,373","59,350,485","21,723,830","4,882,098,494",29192,"7,755,110"
2021-11-22,Bitcorn,Bitcorn,34497254,Rw38,"26,149,945","1,969,605","24,668,957","92,605","8,380","90,984","1,128,298","649,338","15,832,760,710",5672,"873,243"
2021-11-22,Blackshadow26,Blackshadow26,63559810,RK38,"41,608,360","18,787,397","166,581,515","3,422,557","1,565,083","2,685,212","7,026,491","4,088,054","2,333,319,291",82833,"5,111,397"
2021-11-22,BloodViking57,BloodViking57,96234720,RP38,"24,109,352","1,555,590","11,949,682","137,020","304,487","139,821","873,122","101,140","103,379,029",9892,"297,907"
2021-11-22,BloodhounderSpy,BloodhounderSpy,29028720,RX38,"33,704,632","3,156,174","26,595,499","369,095","303,819","252,708","1,970,783","259,769","359,829,048",6462,"2,808,233"
2021-11-22,Bloodrocuted,Bloodrocuted,60665838,KotF,"27,482,072","75,555","1,161,814",1,0,"1,781","32,077","41,696","3,867,792,109",2684,"594,353"
2021-11-22,Blue 义 Balls,Blue 义 Balls,50653451,RA38,"77,202,445","84,474,621","944,524,593","5,230,906","2,255,699","4,665,161","52,615,073","19,707,782","4,840,512,509",12579,"3,569,538"
2021-11-22,Blueberriesi,Blueberriesi,99283317,Ri38,"23,900,540","50,632,506","180,071,728","12,088,124","13,867,636","16,355,293","8,193,140","128,313","1,066,753",1309,"132,193"
2021-11-22,BlēsT,BlesT,96257100,RP38,"51,036,306","7,444,743","66,102,266","345,174","976,340","909,158","4,383,750","830,321","254,381,563",13397,"688,452"
2021-11-22,BlēstFoodz,BlestFoodz,68019444,RB38,"25,877,425","6,693,500","31,359,185","3,095,376","532,729","422,013","2,488,104","155,278","14,979,253,204",18854,"974,801"
2021-11-22,BoUnCeR61,BoUnCeR61,79935816,Rt38,"24,108,902","3,441,465","27,836,562","605,810","197,247","148,224","2,307,567","182,617","453,222,545",11388,"706,569"
2021-11-22,Boemen,Boemen,37461942,Ri38,"40,024,289","4,638,634","47,679,254","402,041","298,946","238,656","2,793,349","905,642","236,354,896",18313,"6,463,687"
2021-11-22,BokutoTW,BokutoTW,27364120,F38b,"30,224,820","7,142,063","72,481,008","635,160","118,227","205,918","5,236,131","946,627","3,741,860,777",18077,"2,778,775"
2021-11-22,BoosShakeShack,BoosShakeShack,22274656,[{Hp38]Humble plebeians,"25,853,697","1,788,406","8,797,199","635,516","621,695","7,799","307,241","216,155","7,834,843,478",6119,"3,164,680"
2021-11-22,Bortron,Bortron,16508127,Hp38,"25,573,239","809,787","12,580,348","3,720","1,135","1,246","350,137","453,549","11,534,853,972",3865,"1,206,918"
2021-11-22,Brals ᴾᴴ,Brals ᴾᴴ,95677008,RR38,"26,848,667","9,546,826","70,404,670","2,442,553","500,601","592,527","5,367,805","643,340","163,842,870",32535,"491,561"
2021-11-22,Brown Sugar KWT,Brown Sugar KWT,96204830,RP38,"26,540,318","1,742,704","12,917,900","274,994","204,328","200,029","961,293","102,060","92,968,935",18289,"220,818"
2021-11-22,BubblesLvs2Farm,BubblesLvs2Farm,58698652,[{Hp38]Humble plebeians,"41,383,339","15,156,585","149,420,372","2,273,572","501,604","986,700","8,387,853","3,006,856","4,378,895,736",22771,"2,494,541"
2021-11-22,Bubuhan Paculer,Bubuhan Paculer,67999885,RP38,"45,588,349","68,999,935","714,651,484","7,611,793","3,298,958","4,264,310","38,702,351","15,122,523","940,424,972",80926,"5,002,924"
2021-11-22,BunnyOfImpurity,BunnyOfImpurity,7696305,MEow,"29,936,520","2,738,866","28,289,174","199,404","70,657","134,145","1,912,180","422,480","3,581,916,973",22333,"1,678,353"
2021-11-22,Busterblader,Busterblader,10327115,RR38,"84,362,689","155,268,938","1,969,516,304","2,828,101","2,309,722","4,605,320","96,460,594","49,065,201","16,839,934,438",168824,"17,838,297"
2021-11-22,Bye Tuga,Bye Tuga,63575767,RK38,"49,531,097","6,196,495","72,081,449","147,436","368,154","211,506","3,891,835","1,577,564","2,513,749,305",38892,"2,902,926"
2021-11-22,Byxoy Batya,Byxoy Batya,23038649,RX38,"41,072,585","12,278,470","100,712,461","690,486","2,126,121","1,916,828","6,224,589","1,320,446","2,626,443,403",14964,"5,740,017"
2021-11-22,Bōt,Bot,59324361,RK38,"58,364,219","47,044,520","483,454,344","5,175,262","1,510,098","1,725,969","30,016,860","8,616,331","1,588,078,937",23691,"3,259,691"
2021-11-22,C h i K a,C h i K a,47257003,Ri38,"57,943,877","84,869,040","176,430,935","68,676,236","1,749,503","1,542,658","10,498,681","2,401,962","4,112,274,641",45343,"4,161,630"
2021-11-22,CANİK TR,CANIK TR,79444007,RX38,"35,233,982","3,852,524","26,301,373","304,855","914,961","910,655","1,367,320","354,733","1,467,903,389",11474,"517,203"
2021-11-22,CAP 117,CAP 117,22505871,RA38,"113,264,336","87,017,969","1,017,507,903","2,049,879","1,484,513","4,081,118","59,024,475","20,377,984","4,483,666,763",193829,"10,785,375"
2021-11-22,CAP Farm,CAP Farm,55889857,Hp38,"24,472,582","291,207","5,442,952","1,500","3,022","3,562","24,010","259,113","3,812,976,730",8183,"749,826"
2021-11-22,CIMO,CIMO,39412545,RA38,"59,361,719","63,611,124","666,216,706","4,563,750","3,325,864","4,545,497","38,305,002","12,871,011","1,558,484,671",61852,"5,137,478"
2021-11-22,CISILIA,CISILIA,63774991,RA38,"89,626,799","83,925,562","886,835,751","9,646,885","5,044,637","4,202,330","44,262,642","20,769,068","4,966,795,423",120716,"7,503,241"
2021-11-22,COBIN,COBIN,44665294,Rw38,"37,905,422","28,253,436","139,830,060","16,717,150","764,810","313,970","7,544,899","2,912,607","798,740,564",30448,"4,589,670"
2021-11-22,COMANDANDE,COMANDANDE,59400106,RK38,"70,180,629","35,417,521","387,124,774","5,590,372","654,894","717,018","18,727,590","9,727,647","370,294,237",63765,"3,293,119"
2021-11-22,CRAZY HAPIT,CRAZY HAPIT,61918448,RR38,"56,420,743","82,339,541","694,800,970","15,299,224","6,455,207","7,603,078","41,122,224","11,859,808","9,080,239,576",57367,"4,596,171"
2021-11-22,CRI tiểu miu,CRI tieu miu,60244782,Rt38,"44,754,746","21,462,452","139,975,713","3,377,119","3,364,982","3,314,884","10,879,855","525,612","9,640,235,186",18035,"2,502,487"
2021-11-22,CYBele,CYBele,60297432,Rt38,"41,382,321","4,320,236","43,016,009","418,968","540,842","187,333","2,236,066","937,027","1,336,537,006",28424,"3,697,538"
2021-11-22,CallMeTea1,CallMeTea1,15888946,RH38,"37,238,406","3,121,496","49,557,804","300,420",0,0,"692,380","2,128,696","6,669,426,149",12563,"3,524,066"
2021-11-22,CallMeTea2,CallMeTea2,12971479,RN38,"26,316,570","539,294","7,922,415","68,865","12,405","27,298","83,988","346,738","4,184,656,348",7578,"2,846,367"
2021-11-22,Callysta34,Callysta34,62687626,RX38,"41,100,411","13,480,229","150,047,629","1,946,639","93,628","556,509","7,042,405","3,841,048","2,874,702,195",48858,"6,630,973"
2021-11-22,Candyrain,Candyrain,48281776,RK38,"69,561,893","47,215,543","489,598,418","2,473,390","2,841,554","4,781,448","27,808,818","9,310,333","860,423,450",67763,"3,684,889"
2021-11-22,Capn Toph,Capn Toph,62853017,RK38,"50,711,411","19,079,518","162,466,437","6,753,189","300,733","281,766","7,548,933","4,194,897","1,559,784,334",55400,"2,291,341"
2021-11-22,Carnitas955,Carnitas955,57893941,RE38,"25,382,259","454,123","1,454,174","154,592","163,200","44,409","91,922",0,"1,415,945,809",3766,"100,537"
2021-11-22,Castle Black69,Castle Black69,68737021,]t38,"35,187,756","12,073,129","53,941,772","934,650","5,635,379","2,480,086","2,789,654","233,360","239,171,154",4823,"1,558,491"
2021-11-22,Castratikon,Castratikon,66504517,KotF,"26,054,023","35,014","570,380",0,0,0,"12,990","22,024","3,296,217,160",2261,"100,753"
2021-11-22,CatNatRN,CatNatRN,78939625,Rw38,"25,914,472","1,478,340","10,245,882","32,621","255,849","432,390","715,150","42,330","1,466,325,995",10294,"980,913"
2021-11-22,Całî,Cali,85689750,RA38,"85,252,800","202,322,486","1,855,380,910","16,495,584","14,940,265","16,005,766","133,943,922","20,936,949","2,302,405,582",36026,"6,651,084"
2021-11-22,Ch0N,Ch0N,80394569,RX38,"40,250,029","17,590,582","125,755,986","4,322,682","1,317,584","1,300,163","9,594,743","1,055,410","767,182,373",38259,"1,234,700"
2021-11-22,Changé 嫦娥,Change 嫦娥,95668784,RR38,"31,492,268","29,949,760","107,214,713","17,383,446","1,536,023","2,201,922","8,470,909","357,460","808,500,698",39437,"958,613"
2021-11-22,Chinese299,Chinese299,51061315,RA38,"68,747,342","89,469,085","345,166,107","57,246,797","3,820,808","2,200,093","20,675,298","5,526,089","1,338,889,903",37573,"4,510,666"
2021-11-22,Chipi2021,Chipi2021,84863879,Ri38,"34,440,297","17,309,368","76,392,985","7,584,116","1,925,226","2,131,285","5,087,425","581,316","1,239,552,470",27829,"1,429,698"
2021-11-22,ChongChong Dono,ChongChong Dono,64016617,F38n,"25,998,386","4,998,808","41,171,230","768,650","696,394","213,818","2,762,948","556,998","960,294,862",18457,"2,597,358"
2021-11-22,ChongChong84,ChongChong84,62189019,RK38,"50,343,013","36,959,679","263,896,077","10,456,597","3,736,073","1,491,058","17,715,064","3,560,887","1,095,240,208",59867,"5,856,564"
2021-11-22,Chrollo 2,Chrollo 2,75596898,RE38,"24,504,197","854,557","8,125,921","104,349","18,923","27,239","612,267","91,779","5,176,863,263",21138,"642,299"
