Date,Name,ASCII Name,Governor ID,Alliance,Power,Total Kills,Kill Points,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,RSS Assistance,Alliance Helps,Dead Troops,,,
2021-12-02,X SlayerHeart X,X SlayerHeart X,19004552,F38e,78518708,36079861,"470,083,953",585655,117394,178491,23494835,11703486,1176749872,56570,5877968,470083953,0,FALSE
2021-12-02,XHĐ1989,XHD1989,78546222,Rv38,25118413,6476315,"26,687,769",2260118,1489819,919467,1655998,150913,2326079420,13525,1686665,26687769.6,-0.600000001490116,FALSE
2021-12-02,XNXX IND jowo,XNXX IND jowo,61932165,,46459520,23301272,"151,214,255",6744575,2791909,1222788,11144963,1397037,2920330354,63464,6208191,151214255,0,FALSE
2021-12-02,Xaramb1t,Xaramb1t,82284361,Rw38,25842084,269397,"2,234,601",6845,34850,59653,143606,24443,62923672,7670,90788,2234601,0,FALSE
2021-12-02,XeLLin,XeLLin,75908772,RA38,46680662,36108611,"117,726,612",27067922,276855,401092,5709989,2652753,589721815,37731,1362224,117726612.4,-0.400000005960465,FALSE
2021-12-02,XyouX,XyouX,63627672,Ri38,43649639,11291869,"65,075,775",4579908,1176544,512679,4069877,952861,1359773336,51812,1860864,65075775.6,-0.600000001490116,FALSE
2021-12-02,Y Amlak K,Y Amlak K,73670637,F38i,42441773,21870061,"109,435,352",10087503,1699133,1010319,8148381,924725,37260694226,31771,2031476,109435352.6,-0.599999994039536,FALSE
2021-12-02,YONUS,YONUS,34359083,Ri38,37401871,12217591,"41,547,426",8625360,91027,47570,2962266,491368,141436186,17826,2053747,41547426,0,FALSE
2021-12-02,YSf,YSf,17373071,RE38,28437058,5780017,"25,240,478",2418644,1535111,386727,865108,574427,12397485429,11141,4079829,25240478.8,-0.800000000745058,FALSE
2021-12-02,Yakoo OG,Yakoo OG,46972060,RR38,71645352,83402569,"882,488,977",4593299,1701218,2680418,62110647,12316987,2218200811,76533,4447785,882488977.8,-0.799999952316284,FALSE
2021-12-02,Yavuz EVIL,Yavuz EVIL,37112672,RR38,54722242,23605394,"237,336,842",1825841,1093039,2080444,14565758,4040312,1277367988,42665,5962144,237336842.2,-0.199999988079071,FALSE
2021-12-02,YouGotCrabs,YouGotCrabs,12182229,RR38,77357345,51623979,"663,599,240",959084,517321,1247468,32061921,16838185,4283278276,94002,4976591,663599240.8,-0.799999952316284,FALSE
2021-12-02,YouGotNickCrabs,YouGotNickCrabs,16092334,Hp38,25098573,1021161,"8,400,976",20843,226110,239677,370474,164057,4991979319,5382,1809204,8400976.6,-0.599999999627471,FALSE
2021-12-02,Yura09 OG,Yura09 OG,59151829,RK38,43843700,21709152,"215,367,092",982930,1895883,1764980,13698836,3366523,2533641481,41450,4552839,215367092,0,FALSE
2021-12-02,Z theFarmer,Z theFarmer,57177740,RP38,51991552,8953243,"117,928,651",436455,851051,85147,3581313,3999277,3034341587,27346,2960050,117928651,0,FALSE
2021-12-02,Z3roCooL,Z3roCooL,84483050,Ri38,26878234,2088594,"20,883,133",135189,132739,239687,1198771,382208,98554791,7846,649988,20883133.8,-0.800000000745058,FALSE
2021-12-02,ZR Hüntęr,ZR Hunter,53653040,KotF,37327648,6118844,"32,699,190",1165144,1524870,949323,2397101,82406,1803203886,11053,931082,32699190.8,-0.800000000745058,FALSE
2021-12-02,Zea OG,Zea OG,52710496,RK38,43556541,18985470,"166,285,804",3092683,1046768,491703,12547940,1806376,2305416021,19653,2129482,166285804.6,-0.599999994039536,FALSE
2021-12-02,Zenxer,Zenxer,58195110,RK38,45206333,18968336,"141,531,919",6767375,1071260,468166,7706744,2954791,369100457,27009,1414914,141531919,0,FALSE
2021-12-02,Zettium,Zettium,81531635,Rw38,29293479,7922960,"25,402,801",1353108,4522629,889158,1063101,94964,2918000000,21670,802289,25402801.6,-0.600000001490116,FALSE
2021-12-02,ZettuS,ZettuS,84895741,RX38,41124143,22844766,"152,111,076",7510752,235620,2169249,11712221,1216924,4500000000,0,1534417,152111076.4,-0.400000005960465,FALSE
2021-12-02,Zettum,Zettum,84899781,RX38,32331756,8335655,"28,433,664",4973610,331733,613904,2400830,15578,5618000000,23469,145662,28433664,0,FALSE
2021-12-02,Zãnøagã F7,Zanoaga F7,10918651,]t38,34992105,2844777,"14,798,888",1495241,69166,28422,1079114,172834,6218996130,11674,824308,14798888.2,-0.199999999254942,FALSE
2021-12-02,Zãnøagã,Zanoaga,83526855,Ri38,52121951,42010937,"327,318,867",8783079,2935607,3834697,22479883,3977671,4286893625,66286,2326376,327318867.8,-0.800000011920929,FALSE
2021-12-02,a4dani,a4dani,73551691,RP38,70899599,73462566,"520,773,495",28150609,2398104,2999384,29993975,9920494,3460501841,78005,3766184,520773495.8,-0.800000011920929,FALSE
2021-12-02,analuiso,analuiso,78782252,,31778271,1320638,"15,233,898",30540,7493,49771,964296,268538,262402939,9072,371808,15233898,0,FALSE
2021-12-02,artemɪsɪa,artemɪsɪa,25534380,RR38,70286416,57467544,"761,602,909",1828006,436464,1378735,32163734,21660605,3125657233,109820,6380484,761602909.2,-0.200000047683716,FALSE
2021-12-02,axiaKing ツ OG,axiaKing ツ OG,40823396,RK38,50333346,12311110,"121,407,455",738608,1105069,495314,8237404,1734715,3422768205,22087,1108388,121407455.6,-0.599999994039536,FALSE
2021-12-02,bArBaBiAnCa,bArBaBiAnCa,63686087,RX38,42187343,7451103,"65,532,854",826834,970588,445063,4252630,955988,711167636,17584,1983212,65532854.8,-0.799999997019768,FALSE
2021-12-02,baby Robobo,baby Robobo,95677486,RR38,33770597,12644682,"85,271,878",2365994,1505763,1643906,6736885,392134,44187764,32695,535907,85271878.8,-0.799999997019768,FALSE
2021-12-02,bigstone,bigstone,33876264,RA38,79747368,30177608,"392,849,514",1191731,460702,387971,17260620,10876584,7310883823,107283,6533235,392849514.2,-0.199999988079071,FALSE
2021-12-02,bioruben,bioruben,67058811,RP38,60589071,27672252,"309,492,444",1158721,763406,1360292,18550394,5839439,2436831442,58374,2851153,309492444.2,-0.199999988079071,FALSE
2021-12-02,busdriver01,busdriver01,84489261,RM38,30773590,723623,"5,943,603",10529,139666,71729,465873,35826,1042604962,0,979035,5943603.8,-0.799999999813736,FALSE
2021-12-02,busdriver02,busdriver02,89303794,RM38,28146033,142154,"734,982",55001,17997,4792,61846,2518,955984742,5321,100355,734982.2,-0.199999999953434,FALSE
2021-12-02,cháN đờI,chaN doI,93678362,,25017032,6268923,"30,253,014",2487870,564361,642752,2542309,31631,1384688858,11507,160257,30253014,0,FALSE
2021-12-02,city xspd,city xspd,91938689,LF38,26252361,2658295,"12,048,117",941369,385952,462905,812506,55563,209573420,31143,744746,12048117.8,-0.800000000745058,FALSE
2021-12-02,césar le bon,cesar le bon,85506145,Ri38,32812848,1299113,"7,085,345",143607,520315,224326,309861,101004,536083382,13183,269093,7085345.4,-0.400000000372529,FALSE
2021-12-02,diR,diR,37239310,RR38,79479265,156035720,"1,690,709,808",12597074,7648701,7458373,92357194,35974378,6691364958,60946,7048294,1690709808.8,-0.799999952316284,FALSE
2021-12-02,dogtanian,dogtanian,77762406,Rw38,27423822,665628,"5,778,885",37397,25241,71751,519086,12153,1264397473,6615,244073,5778885.4,-0.400000000372529,FALSE
2021-12-02,fOLLOWyOURfUN,fOLLOWyOURfUN,96282361,RP38,25787862,4504959,"27,058,242",577644,1476029,428244,1818316,204726,188658594,23919,427100,27058242.8,-0.800000000745058,FALSE
2021-12-02,failsafe-triggered,failsafe-triggered,,,,0,"2,155,750,599",0,0,0,0,0,0,0,0,0,2155750599,Y
2021-12-02,fluorin4ek,fluorin4ek,54378153,RP38,62048740,89195156,"957,466,911",8149366,2684836,2894629,57043765,18422560,2001487370,114069,5798112,957466911.2,-0.200000047683716,FALSE
2021-12-02,f㋛res,f㋛res,66374084,RX38,31343273,3786979,"33,262,911",223405,309360,150255,3008069,95890,1041621699,36551,186469,33262911,0,FALSE
2021-12-02,goeland27,goeland27,55565597,Ri38,44223417,1998148,"21,266,071",102297,156895,85288,1248269,405399,46192510,16986,3179811,21266071.4,-0.399999998509884,FALSE
2021-12-02,iKingRagnar,iKingRagnar,31074420,RX38,35527691,6838270,"75,539,377",75145,79665,260157,5414167,1009136,1065901639,11332,2045848,75539377,0,FALSE
2021-12-02,iKingRagnarr,iKingRagnarr,35820841,roah,26369898,1098810,"7,640,169",86659,204583,174253,614964,18351,1159888819,5777,1387402,7640169.8,-0.799999999813736,FALSE
2021-12-02,jedifarm,jedifarm,36769449,RE38,27176978,93445,"936,744",12982,19524,0,32368,28571,221367218,4737,678828,936744.4,-0.400000000023283,FALSE
2021-12-02,kokoroo OG,kokoroo OG,39976329,Ri38,42958110,25337126,"200,450,681",4216618,2455178,2016323,14634843,2014164,8178252328,48446,4406790,200450681.6,-0.599999994039536,FALSE
2021-12-02,lady talia,lady talia,63469420,RR38,41735419,7505021,"88,915,515",83648,117144,114787,5558349,1631093,321990337,0,1418479,88915515.6,-0.599999994039536,FALSE
2021-12-02,ll Taiga ll,ll Taiga ll,19036336,RA38,67642365,102554236,"889,174,995",27212659,3052650,5923361,47337760,19027806,701142656,71324,11988503,889174995.8,-0.799999952316284,FALSE
2021-12-02,lorde edge,lorde edge,91456190,Rg38,25585238,6093347,"18,732,180",1878513,2029798,1325638,819363,40035,14307285,13285,1111093,18732180.6,-0.600000001490116,FALSE
2021-12-02,lovebird1,lovebird1,79101788,Rw38,32844071,4711171,"15,377,643",1612445,1310219,1000914,732080,55513,3167389625,20470,2845,15377643,0,FALSE
2021-12-02,lunav,lunav,32601257,RA38,62763673,14129845,"183,594,414",275903,393316,195263,8333571,4931792,2144177818,69410,3666345,183594414.6,-0.599999994039536,FALSE
2021-12-02,mantovinii,mantovinii,63932677,RA38,77087068,8433625,"730,157,394",630894,276920,882339,6643402,70,601197557,98139,7398799,70644794.8,659512599.2,Y
2021-12-02,minero21,minero21,98013414,RA38,76205279,71115986,"521,181,119",7930578,5625949,14007779,41872161,1679519,722507713,18510,4418366,521181119.6,-0.600000023841858,FALSE
2021-12-02,mini Hoolee,mini Hoolee,5551404,RB38,36571802,3564222,"41,533,652",1163021,119,0,672083,1728999,14170974854,21246,4655164,41533652.2,-0.200000002980232,FALSE
2021-12-02,miss u wim,miss u wim,60891605,RP38,40342476,17792801,"110,420,319",6407847,807944,1288538,8340073,948399,555021235,23203,2243230,110420319.4,-0.400000005960465,FALSE
2021-12-02,momochï,momochI,84981994,Rw38,27478335,4359437,"23,583,385",198199,1398869,1209522,1514902,37945,137794064,14595,1052588,23583385.8,-0.800000000745058,FALSE
2021-12-02,moon4lite,moon4lite,20379195,RK38,80057157,129089808,"1,438,559,797",16772728,2491195,3033388,71776063,35016434,2059616866,124263,6903525,1438559797.6,-0.599999904632568,FALSE
2021-12-02,mustachfarm,mustachfarm,16578265,RM38,38705159,2594875,"30,103,208",63201,43635,32012,1924529,531498,3976445112,6098,1684315,30103208.2,-0.199999999254942,FALSE
2021-12-02,mustachride,mustachride,11749129,RP38,80995584,103722284,"1,163,759,673",6608668,2999674,5505518,63775196,24833228,2249898866,112373,9513800,1163759673.6,-0.599999904632568,FALSE
2021-12-02,n y a,n y a,41925878,RK38,47225487,15940353,"175,372,624",808953,275399,223889,11887776,2744336,4406486068,62975,2507682,175372624.6,-0.599999994039536,FALSE
2021-12-02,nguyennopro,nguyennopro,68694772,RP38,39624289,14961503,"106,457,890",4987411,771836,625534,7011984,1564738,508234916,21571,2214107,106457890.2,-0.200000002980232,FALSE
2021-12-02,not ryn,not ryn,4445859,RX38,34217731,4720356,"54,312,895",102759,312984,94349,3091630,1118634,11862490318,11423,1747554,54312895.8,-0.799999997019768,FALSE
2021-12-02,o POMPEY o,o POMPEY o,73901502,RA38,59704655,31944310,"294,708,707",8182417,1413001,1339343,13530213,7479336,836161798,83237,4770526,294708707.4,-0.399999976158142,FALSE
2021-12-02,oCcr16,oCcr16,85779450,RX38,26260637,27506991,"160,950,729",6785479,4727301,3338798,11632442,1022971,363617307,0,887027,160950729.8,-0.800000011920929,FALSE
2021-12-02,oDVHo F3,oDVHo F3,63498244,vk38,34576356,1573900,"10,090,417",179769,493207,139115,672459,89350,2382271019,12292,2114934,10090417.8,-0.800000000745058,FALSE
2021-12-02,piratepunisher,piratepunisher,56567751,Rt38,30965478,2361503,"24,816,328",59301,105702,57961,1840956,297583,134458981,18042,2946719,24816328.2,-0.199999999254942,FALSE
2021-12-02,popie the great,popie the great,84496079,Ri38,25035318,818569,"6,836,404",91542,106522,145908,347052,127545,12000000,14617,1594719,6836404.4,-0.400000000372529,FALSE
2021-12-02,pąpůť,paput,81532426,RC38,30630628,115768,"359,251",58468,21017,9551,26732,0,1175969159,18683,16917,359251.6,-0.599999999976717,FALSE
2021-12-02,rank dark ue,rank dark ue,59160864,roah,26094496,8158704,"30,499,262",2261110,2939815,1010985,1881241,65553,708518488,17094,1784700,30499262,0,FALSE
2021-12-02,sant9gо,sant9gо,57442278,RA38,64286206,53643043,"660,868,652",3430542,1596052,714310,30390958,17511181,1830574776,96295,3104214,660868652.4,-0.399999976158142,FALSE
2021-12-02,saw FarhoD,saw FarhoD,69100400,F38S,25913174,6335829,"51,355,672",266511,853170,710845,4335341,169962,2303844268,23071,1370159,51355672.2,-0.200000002980232,FALSE
2021-12-02,schys,schys,25459192,,25325947,211618,"1,923,910",27252,0,0,176886,7480,5010162335,5303,65092,1923910.4,-0.399999999906868,FALSE
2021-12-02,sh3rl0ck,sh3rl0ck,17742942,RP38,83678638,4909523,"739,661,678",688514,811297,499178,2906315,4219,2691249453,53607,6139902,32904538.8,706757139.2,Y
2021-12-02,shadow 0805,shadow 0805,63080564,RA38,54356394,21469297,"234,625,128",1698324,1427480,633686,12530038,5179769,1436129699,68805,2914364,234625128.8,-0.800000011920929,FALSE
2021-12-02,shark vn,shark vn,77427239,Ri38,35260319,3872053,"21,423,354",412652,859772,1062700,1536810,119,805030822,12097,4064290,21423354.4,-0.399999998509884,FALSE
2021-12-02,sinnerpride2,sinnerpride2,58025104,KotF,27384987,109056,"1,446,965",1368,3070,10698,48064,45856,2449215008,2337,360679,1446965.6,-0.600000000093132,FALSE
2021-12-02,slanter,slanter,43110892,RA38,80663810,157911931,"2,013,748,123",4204377,5172226,4198634,90096562,54240132,0,149087,8704865,2013748123.4,-0.400000095367432,FALSE
2021-12-02,slayer x RJMB,slayer x RJMB,76158410,RX38,44913888,14764840,"83,728,958",5939551,934088,1133773,5901078,856350,2085437428,50489,1551008,83728958.2,-0.200000002980232,FALSE
2021-12-02,slayer ˣ ubut,slayer ˣ ubut,80207342,RX38,32782910,12524555,"104,900,744",814624,1224434,1377638,8537878,569981,2239184565,65279,1077816,104900744.8,-0.799999997019768,FALSE
2021-12-02,slayerxCROSFIRE,slayerxCROSFIRE,76153330,RX38,31285608,2958881,"27,571,476",388130,119700,104470,2009505,337076,382170885,14129,2121111,27571476,0,FALSE
2021-12-02,slayerxoeschapa,slayerxoeschapa,43366078,RX38,38374593,3794484,"40,353,980",175504,199655,155525,2597853,665947,533993299,20458,1586877,40353980.8,-0.799999997019768,FALSE
2021-12-02,slayerˣMSCHIEF,slayerˣMSCHIEF,76180743,RX38,40396179,48559372,"188,507,323",33203777,112611,616299,11335755,3290930,698848056,64336,3062289,188507323.4,-0.400000005960465,FALSE
2021-12-02,small big boy,small big boy,76251114,RP38,38559921,14721209,"192,370,683",309585,305441,275896,8601144,5229143,3298605814,47063,2872671,192370683,0,FALSE
2021-12-02,suppermen  1,suppermen  1,55423883,DK38,26315042,5168955,"22,629,637",1861765,1253539,132089,1920939,623,21535305207,5104,264091,22629637,0,FALSE
2021-12-02,sᴿ Mentum,sR Mentum,82428994,Ri38,28408944,3688436,"33,058,199",245588,468927,256067,2331012,386842,200091310,0,1082884,33058199.6,-0.600000001490116,FALSE
2021-12-02,tailor p,tailor p,64044209,RA38,89991127,107428686,"841,070,729",35045289,6829989,5460381,40330037,19762990,1282929841,68528,5161344,841070729.8,-0.799999952316284,FALSE
2021-12-02,tiråmisü,tiramisu,67609112,Rw38,31773449,2908399,"19,286,214",412412,718775,283658,1323953,169601,983242173,24030,1100560,19286214.4,-0.399999998509884,FALSE
2021-12-02,tomizasu 0,tomizasu 0,74307326,DK38,24944251,10587218,"29,779,909",1857508,6692776,847299,1115904,73731,0,0,278570,29779909.6,-0.600000001490116,FALSE
2021-12-02,tookax,tookax,39494780,F38S,26669786,50375,"447,954",2731,5423,1458,38453,2310,5088763586,2254,766485,447954.2,-0.200000000011642,FALSE
2021-12-02,toops405,toops405,63733625,RK38,49895518,10369651,"88,402,286",1779294,1712006,301309,4812366,1764676,687208413,41272,2104412,88402286.8,-0.799999997019768,FALSE
2021-12-02,twєєtч,twєєtч,73802284,RX38,47722873,8211064,"102,605,629",220069,62398,200115,5293328,2435154,448660050,42560,1778634,102605629.8,-0.799999997019768,FALSE
2021-12-02,viddik,viddik,29137686,Ri38,42043438,10514133,"114,010,188",601320,189097,107665,7923995,1692056,1164252995,17616,1930971,114010188,0,FALSE
2021-12-02,vɪcᴛoʀɪᴀ,vɪcᴛoʀɪᴀ,40541417,RR38,42254725,12985278,"158,835,450",1316713,185338,324598,6626954,4531675,2299833039,28167,3177717,158835450.6,-0.599999994039536,FALSE
2021-12-02,x   Z I O N   x,x   Z I O N   x,70218713,RP38,41726554,1141941,"14,328,116",27353,19398,26790,719131,349269,89201721,0,562703,14328116.6,-0.599999999627471,FALSE
2021-12-02,x ETH x Farm,x ETH x Farm,96197953,,44748814,13503479,"122,048,324",524463,1175017,1239267,9665831,898901,489398537,9423,592908,122048324.6,-0.599999994039536,FALSE
2021-12-02,xBigWoodx,xBigWoodx,16710828,RA38,166108652,180050249,"2,155,750,599",20401198,1927935,2072880,97344175,58304061,4569629633,44979,8956621,2155750599.6,-0.599999904632568,FALSE
2021-12-02,xM3llow KiNg,xM3llow KiNg,20619443,Rg38,34721555,95169,"1,633,224",1,0,86,26876,68206,2606900795,6584,821558,1633224.2,-0.199999999953434,FALSE
2021-12-02,xNJx,xNJx,2796071,RR38,83690613,136050058,"1,689,400,235",4375848,2205197,4597853,83169994,41701166,7856696834,136760,11060002,1689400235.6,-0.599999904632568,FALSE
2021-12-02,xpad,xpad,76218406,RK38,47374375,27937313,"135,108,549",9493556,5543590,3517567,7959961,1422639,415111175,120997,4196484,135108549.2,-0.199999988079071,FALSE
2021-12-02,z Lạc lạc z,z Lac lac z,89984847,RN38,25046040,2639996,"7,142,958",861221,1313071,63708,395018,6978,2070153873,13466,25941,7142958.2,-0.200000000186265,FALSE
2021-12-02,zeusS09,zeusS09,42989323,roah,24927180,577657,"6,784,973",5677,586,2124,461123,108147,13191107625,14671,198792,6784973.4,-0.400000000372529,FALSE
2021-12-02,Åmmōnïå,AmmonIa,56131025,Ri38,30676623,19340329,"123,348,269",6247949,1377027,1961704,8357517,1396132,1999736854,8135,3170179,123348269.8,-0.799999997019768,FALSE
2021-12-02,ÆTERNALS,AETERNALS,57922872,RK38,47075092,30459074,"214,501,389",7797929,2376597,2860480,15173467,2250601,2416890366,61540,4889030,214501389.8,-0.800000011920929,FALSE
2021-12-02,Élyséen OG,Elyseen OG,69915557,RA38,59555705,48550821,"323,070,679",22341747,527745,968310,18058678,6654341,3168647607,138936,3267453,323070679.4,-0.399999976158142,FALSE
2021-12-02,Îrïs,IrIs,25782702,Hp38,45951578,3764342,"45,401,257",63349,26814,194450,2503742,975987,6984302973,15978,1276480,45401257.8,-0.799999997019768,FALSE
2021-12-02,ßIank,sIank,75084130,RR38,62080278,23303649,"268,156,168",480314,798632,825973,16081565,5117165,684759492,42927,2793873,268156168.8,-0.800000011920929,FALSE
2021-12-02,ßRÉÉŽŸ,sREEZY,96558455,RR38,50390075,21757797,"147,752,676",1376323,6541874,2372721,10443480,1023399,350841733,18630,916457,147752676.6,-0.599999994039536,FALSE
2021-12-02,Đumoƞt,Dumont,37765024,RA38,57640046,18865916,"168,686,045",4239288,1204040,979032,8735714,3707842,10566584187,37736,4241177,168686045.6,-0.599999994039536,FALSE
2021-12-02,ĴØЌÉŔR,JOЌERR,35538798,RA38,63358467,74324314,"848,418,496",8729063,2146103,1166002,40794645,21488501,3112881110,88796,7210425,848418496.6,-0.600000023841858,FALSE
2021-12-02,ɪɴsᴀɴᴇ,ɪɴsᴀɴᴇ,95680616,RA38,25518860,3024686,"19,626,919",307508,537463,710928,1372896,95891,100973556,35373,77532,19626919.6,-0.600000001490116,FALSE
2021-12-02,ɳɢʋpɪ OG,nɢupɪ OG,59010105,RA38,70889097,59095035,"581,125,431",8025688,846894,1870209,39669921,8682323,3261296235,93856,3172815,581125431.6,-0.600000023841858,FALSE
2021-12-02,ɴooᴅʟᴇ,ɴooᴅʟᴇ,5716022,RA38,42283034,1219745,"13,761,100",0,0,0,1063380,156365,2507262101,41915,1021934,13761100,0,FALSE
2021-12-02,ʇuɐɥɔɹǝW,ʇuɐɥɔɹǝW,39693303,RP38,63299934,36137006,"450,237,463",1175125,1223661,1871884,19725914,12140422,1350179533,29611,3059692,450237463,0,FALSE
2021-12-02,ʟaᴜʀa ᴏɢ,ʟaᴜʀa ᴏɢ,80449273,RK38,49521604,24882883,"204,710,119",4865825,2128339,652109,14786036,2450574,3141544781,81550,2386962,204710119,0,FALSE
2021-12-02,ʷʷ Hoshi,ʷʷ Hoshi,70654401,RP38,34825521,8916834,"81,574,861",744745,1316921,745755,4637921,1471492,495503498,40302,2579864,81574861,0,FALSE
2021-12-02,ˢᵑ SimonLP,sᵑ SimonLP,75075936,RX38,38087546,48738567,"238,206,952",26797010,451490,322595,19269525,1897947,0,14787,2773950,238206952,0,FALSE
2021-12-02,ˢᶦ Rippat,sI Rippat,76603428,RX38,27553489,7222482,"44,721,529",1081938,1538141,1536465,2603576,462362,294308263,35909,1791431,44721529.6,-0.600000001490116,FALSE
2021-12-02,Тuz,Тuz,76218861,RK38,52050347,67069758,"562,192,032",9431114,3313331,5088587,45140972,4095754,319650402,46294,2811637,562192032.8,-0.799999952316284,FALSE
2021-12-02,القرم Slayer X,القرم Slayer X,16519446,RK38,36329846,3695519,"45,022,723",65365,1064,9598,2742071,877421,278284477,12318,3182392,45022723,0,FALSE
2021-12-02,زيدون Slayer X,زيدون Slayer X,64085623,RX38,44126763,32600668,"294,064,250",5999853,1684188,1612831,18303134,5000662,836631458,95124,4488236,294064250.6,-0.600000023841858,FALSE
2021-12-02,معصب المهاجرB,معصب المهاجرB,62770125,RX38,36070310,10733623,"57,806,027",368218,3066523,4327752,2513427,457703,851213543,14218,1938531,57806027.6,-0.600000001490116,FALSE
2021-12-02,۞Lissa۞,۞Lissa۞,37756270,RA38,60610388,18834791,"201,619,321",871939,1048199,2227859,10329878,4356916,2189708947,114030,2692240,201619321.8,-0.800000011920929,FALSE
2021-12-02,คtlคs,คtlคs,62739007,RR38,102449699,371853927,"4,448,561,843",9780299,4592567,9666215,255754113,92060733,5553381226,92614,13846384,4448561843.8,-0.800000190734863,FALSE
2021-12-02,ᴍʀ Delaney,ᴍʀ Delaney,89893125,Ri38,30169165,18846913,"148,646,483",893149,2088724,3325919,11979569,559552,199473878,28587,992974,148646483.8,-0.800000011920929,FALSE
2021-12-02,ᴬMinnie,ᴬMinnie,86176618,Rw38,36443293,3490243,"36,108,474",197901,73707,178780,2559074,480781,753005776,46933,817579,36108474.2,-0.200000002980232,FALSE
2021-12-02,ᴬᵂMalek,ᴬᵂMalek,90190464,RK38,57474445,20699644,"254,869,198",362711,136031,372071,14354031,5474800,362721883,10915,1092249,254869198.2,-0.199999988079071,FALSE
2021-12-02,ᴮᴰNIMROD,ᴮDNIMROD,76490131,RP38,39770217,18271994,"141,916,468",5218263,1005693,977185,8646437,2424416,797593922,78875,1878489,141916468.6,-0.599999994039536,FALSE
2021-12-02,ᴰᴰBlackHawk,DDBlackHawk,70130949,RK38,46734168,45621864,"411,504,861",4411859,3091546,2017287,32565319,3535853,773478210,0,2232136,411504861.8,-0.800000011920929,FALSE
2021-12-02,ᴰᴳ TheWall,Dᴳ TheWall,683664,RR38,76300536,107774572,"1,456,002,849",1140669,1096194,1389522,63493950,40654237,18998809988,97517,9855276,1456002849.8,-0.799999952316284,FALSE
2021-12-02,ᴰᴴLil Crony,DᴴLil Crony,84468847,Rw38,33603724,20872078,"150,036,096",2285563,3689934,3959289,9238388,1698904,1190820946,43136,1179667,150036096.6,-0.599999994039536,FALSE
2021-12-02,ᴰᴷ mōøvik,DK moovik,76795427,RK38,39530244,27602789,"203,617,453",3526789,2812198,4398970,15760482,1104350,680943819,17482,3608352,203617453.8,-0.800000011920929,FALSE
2021-12-02,ᴰᵀVƯƠNG,DTVUoNG,79488330,Rw38,28320302,2087042,"21,739,205",57978,91736,352632,1156031,428665,12000000,15126,2129653,21739205.6,-0.600000001490116,FALSE
2021-12-02,ᴳᵂKzadé 왕자,ᴳᵂKzade 왕자,84118914,Rt38,31139745,2209500,"25,519,341",72417,43474,46280,1571379,475950,104012549,28556,2149010,25519341.4,-0.399999998509884,FALSE
2021-12-02,ᴵᴺ Ahok OG,lᴺ Ahok OG,56911574,Ri38,34224649,10015672,"82,937,127",2228948,279615,338787,6278948,889374,571665464,25626,2099944,82937127.6,-0.599999994039536,FALSE
2021-12-02,ᴷᴳ김사나,Kᴳ김사나,77683403,Ri38,36024815,4973420,"25,437,087",1266906,1455646,418356,1605125,227387,1821777813,26178,908478,25437087.2,-0.199999999254942,FALSE
2021-12-02,ᴹʳ ŦǤØ,Mʳ TGO,88203498,RP38,38078786,9805886,"83,342,505",864759,636885,1236401,6440664,627177,1543470455,27979,428980,83342505.8,-0.799999997019768,FALSE
2021-12-02,ᴹᴬᴸer OG,MᴬLer OG,74585022,RK38,39859004,65091132,"344,562,446",14315254,10710417,14904788,24255405,905268,1938850481,45043,1871929,344562446.8,-0.800000011920929,FALSE
2021-12-02,ᴹᴰ Kanako,MD Kanako,84992368,Ri38,25412370,9591927,"100,502,875",519606,439506,530068,6465527,1637220,824171174,21581,1303578,100502875.2,-0.200000002980232,FALSE
2021-12-02,ᴹᴰAken,MDAken,84425529,Ri38,37902753,15956631,"54,467,647",9814459,554709,1203932,4109101,274430,1715994949,16266,482832,54467647.8,-0.799999997019768,FALSE
2021-12-02,ᴹᴰKentttyyy,MDKentttyyy,9589695,Ri38,36686705,7036988,"70,448,070",655471,162547,260328,5022227,936415,263519290,14423,4548767,70448070.2,-0.200000002980232,FALSE
2021-12-02,ᴹᴰManiLA,MDManiLA,84993930,]t38,26822451,3432658,"31,691,626",436304,188082,188588,2191983,427701,1110126650,22031,866343,31691626.8,-0.800000000745058,FALSE
2021-12-02,ᴹᴰjrwn,MDjrwn,9322230,Ri38,43265452,3063868,"42,330,498",21101,14716,18049,1797539,1212463,2696721672,45019,3330296,42330498.2,-0.200000002980232,FALSE
2021-12-02,ᴹᴶPanda IND,MᴶPanda IND,69765624,RC38,43065511,5610849,"7,879,424",4899131,99057,27556,511084,74021,1074740932,0,109505,7879424.2,-0.200000000186265,FALSE
2021-12-02,ᴺᴼMęrcy,ᴺᴼMercy,96095459,RR38,25080417,18136603,"61,640,458",4627094,5462910,5143040,2885412,18147,3392754907,13207,540562,61640458.8,-0.799999997019768,FALSE
2021-12-02,ᴼˢGrupeFrait,ᴼsGrupeFrait,85261054,RX38,33992448,14221447,"69,557,815",2373419,4717456,2753715,3890378,486479,2239950138,11804,864501,69557815.8,-0.799999997019768,FALSE
2021-12-02,ᴾᴿᴼシ F1,ᴾRᴼシ F1,79837494,RX38,34512759,10110559,"63,561,437",2075965,1351584,1803394,4436282,443334,1569486621,23458,1342724,63561437,0,FALSE
